congress,chamber,bioguide,last_name,state,district,party,votes,agree_pct,predicted_agree,net_trump_vote
115,house,T000463,Turner,OH,10,R,96,0.9583333333333334,0.82040669,7.3
116,house,T000463,Turner,OH,10,R,45,0.9777777777777777,0.51440559,7.3
0,house,T000465,Tsongas,MA,3,Democrat,88,0.19318181818181818,0.27662097,-22.8
115,house,T000465,Tsongas,MA,3,D,88,0.19318181818181818,0.27662097,-22.8
0,house,T000467,Thompson,PA,15,Republican,141,0.9858156028368794,0.95208042,43.3
115,house,T000467,Thompson,PA,5,R,96,0.9895833333333334,0.94518355,28.8
116,house,T000467,Thompson,PA,15,R,45,0.9777777777777777,0.96679373,43.3
0,house,T000468,Titus,NV,1,Democrat,136,0.11029411764705882,0.17360804,-29
115,house,T000468,Titus,NV,1,D,92,0.15217391304347827,0.23736595,-29
116,house,T000468,Titus,NV,1,D,44,0.022727272727272728,0.04029603,-29
0,house,T000469,Tonko,NY,20,Democrat,138,0.15942028985507245,0.30695501,-13.5
115,house,T000469,Tonko,NY,20,D,93,0.22580645161290322,0.4232879,-13.5
116,house,T000469,Tonko,NY,20,D,45,0.022222222222222223,0.06653372,-13.5
0,house,T000470,Tipton,CO,3,Republican,139,0.9496402877697842,0.82051435,12
115,house,T000470,Tipton,CO,3,R,94,0.9574468085106383,0.87486637,12
116,house,T000470,Tipton,CO,3,R,45,0.9333333333333333,0.70697901,12
0,house,T000472,Takano,CA,41,Democrat,139,0.1366906474820144,0.18774555,-27.9
115,house,T000472,Takano,CA,41,D,94,0.18085106382978725,0.25832221,-27.9
116,house,T000472,Takano,CA,41,D,45,0.044444444444444446,0.04031875,-27.9
0,house,T000474,Torres,CA,35,Democrat,139,0.18705035971223022,0.14824062,-40.8
115,house,T000474,Torres,CA,35,D,94,0.26595744680851063,0.20366703,-40.8
116,house,T000474,Torres,CA,35,D,45,0.022222222222222223,0.03246103,-40.8
0,house,T000475,Trott,MI,11,Republican,90,0.9888888888888889,0.77224179,4.4
115,house,T000475,Trott,MI,11,R,90,0.9888888888888889,0.77224179,4.4
0,house,T000477,Taylor,VA,2,Republican,93,0.978494623655914,0.75902563,3.4
115,house,T000477,Taylor,VA,2,R,93,0.978494623655914,0.75902563,3.4
0,house,T000478,Tenney,NY,22,Republican,96,0.96875,0.90237522,15.5
115,house,T000478,Tenney,NY,22,R,96,0.96875,0.90237522,15.5
0,house,T000479,Taylor,TX,3,Republican,45,0.9555555555555556,0.77656672,14.2
116,house,T000479,Taylor,TX,3,R,45,0.9555555555555556,0.77656672,14.2
0,house,T000480,Timmons,SC,4,Republican,45,0.9555555555555556,0.93219742,25.7
116,house,T000480,Timmons,SC,4,R,45,0.9555555555555556,0.93219742,25.7
0,house,T000481,Tlaib,MI,13,Democrat,45,0.08888888888888889,0.02600803,-60.7
116,house,T000481,Tlaib,MI,13,D,45,0.08888888888888889,0.02600803,-60.7
0,house,T000482,Trahan,MA,3,Democrat,45,0.022222222222222223,0.04575738,-22.8
116,house,T000482,Trahan,MA,3,D,45,0.022222222222222223,0.04575738,-22.8
0,house,T000483,Trone,MD,6,Democrat,45,0.044444444444444446,0.06117295,-15.1
116,house,T000483,Trone,MD,6,D,45,0.044444444444444446,0.06117295,-15.1
0,house,T000484,Torres Small,NM,2,Democrat,45,0.08888888888888889,0.6387248,10.2
116,house,T000484,Torres Small,NM,2,D,45,0.08888888888888889,0.6387248,10.2
0,house,U000031,Upton,MI,6,Republican,140,0.85,0.74705489,8.4
115,house,U000031,Upton,MI,6,R,95,0.9473684210526315,0.83431314,8.4
116,house,U000031,Upton,MI,6,R,45,0.6444444444444445,0.56284302,8.4
0,house,U000040,Underwood,IL,14,Democrat,45,0.044444444444444446,0.36806745,3.9
116,house,U000040,Underwood,IL,14,D,45,0.044444444444444446,0.36806745,3.9
0,house,V000081,Velázquez,NY,7,Democrat,137,0.08029197080291971,0.10727869,-76.5
115,house,V000081,Velázquez,NY,7,D,94,0.10638297872340426,0.14510308,-76.5
116,house,V000081,Velázquez,NY,7,D,43,0.023255813953488372,0.0245928,-76.5
0,house,V000108,Visclosky,IN,1,Democrat,140,0.17142857142857143,0.32019408,-12.6
115,house,V000108,Visclosky,IN,1,D,96,0.22916666666666666,0.43492612,-12.6
116,house,V000108,Visclosky,IN,1,D,44,0.045454545454545456,0.06986962,-12.6
0,house,V000129,Valadao,CA,21,Republican,94,0.9787234042553191,0.38805628,-15.5
115,house,V000129,Valadao,CA,21,R,94,0.9787234042553191,0.38805628,-15.5
0,house,V000130,Vargas,CA,51,Democrat,138,0.11594202898550725,0.13453634,-49
115,house,V000130,Vargas,CA,51,D,94,0.1595744680851064,0.18349318,-49
116,house,V000130,Vargas,CA,51,D,44,0.022727272727272728,0.02994673,-49
0,house,V000131,Veasey,TX,33,Democrat,137,0.1678832116788321,0.12074931,-49.2
115,house,V000131,Veasey,TX,33,D,93,0.22580645161290322,0.16374231,-49.2
116,house,V000131,Veasey,TX,33,D,44,0.045454545454545456,0.02987775,-49.2
0,house,V000132,Vela,TX,34,Democrat,136,0.18382352941176472,0.20876817,-21.5
115,house,V000132,Vela,TX,34,D,91,0.24175824175824176,0.28848024,-21.5
116,house,V000132,Vela,TX,34,D,45,0.06666666666666667,0.04757266,-21.5
0,house,V000133,Van Drew,NJ,2,Democrat,44,0.06818181818181818,0.39980869,4.6
116,house,V000133,Van Drew,NJ,2,D,44,0.06818181818181818,0.39980869,4.6
0,house,W000187,Waters,CA,43,Democrat,140,0.08571428571428572,0.11740046,-61.7
115,house,W000187,Waters,CA,43,D,95,0.11578947368421053,0.16079574,-61.7
116,house,W000187,Waters,CA,43,D,45,0.022222222222222223,0.02578821,-61.7
0,house,W000791,Walden,OR,2,Republican,141,0.9148936170212766,0.91393673,20.1
115,house,W000791,Walden,OR,2,R,96,0.9895833333333334,0.925617,20.1
116,house,W000791,Walden,OR,2,R,45,0.7555555555555555,0.88901883,20.1
0,house,W000795,Wilson,SC,2,Republican,139,0.9784172661870504,0.89606088,17.7
115,house,W000795,Wilson,SC,2,R,96,0.9791666666666666,0.91505687,17.7
116,house,W000795,Wilson,SC,2,R,43,0.9767441860465116,0.85365122,17.7
0,house,W000797,Wasserman Schultz,FL,23,Democrat,138,0.13768115942028986,0.1890129,-26.1
115,house,W000797,Wasserman Schultz,FL,23,D,93,0.1827956989247312,0.26015349,-26.1
116,house,W000797,Wasserman Schultz,FL,23,D,45,0.044444444444444446,0.041989,-26.1
0,house,W000798,Walberg,MI,7,Republican,141,0.9787234042553191,0.88923516,17
115,house,W000798,Walberg,MI,7,R,96,0.9895833333333334,0.91136246,17
116,house,W000798,Walberg,MI,7,R,45,0.9555555555555556,0.84203025,17
0,house,W000799,Walz,MN,1,Democrat,73,0.2054794520547945,0.8924946,14.9
115,house,W000799,Walz,MN,1,D,73,0.2054794520547945,0.8924946,14.9
0,house,W000800,Welch,VT,0,Democrat,139,0.1366906474820144,0.19498526,-26.40835124
115,house,W000800,Welch,VT,0,D,95,0.18947368421052632,0.2655481,-26.40835124
116,house,W000800,Welch,VT,0,D,44,0.022727272727272728,0.0426337,-26.40835124
0,house,W000804,Wittman,VA,1,Republican,139,0.920863309352518,0.82713408,12.4
115,house,W000804,Wittman,VA,1,R,94,0.9042553191489362,0.8780261,12.4
116,house,W000804,Wittman,VA,1,R,45,0.9555555555555556,0.72082628,12.4
0,house,W000806,Webster,FL,11,Republican,135,0.9111111111111111,0.95177214,32.3
115,house,W000806,Webster,FL,11,R,90,0.9111111111111111,0.95099871,32.3
116,house,W000806,Webster,FL,11,R,45,0.9111111111111111,0.95331901,32.3
0,house,W000808,Wilson,FL,24,Democrat,120,0.11666666666666667,0.11250025,-67.5
115,house,W000808,Wilson,FL,24,D,82,0.15853658536585366,0.1510877,-67.5
116,house,W000808,Wilson,FL,24,D,38,0.02631578947368421,0.0292326,-67.5
0,house,W000809,Womack,AR,3,Republican,141,0.9858156028368794,0.94881675,31.4
115,house,W000809,Womack,AR,3,R,96,0.9895833333333334,0.94762677,31.4
116,house,W000809,Womack,AR,3,R,45,0.9777777777777777,0.95135538,31.4
0,house,W000810,Woodall,GA,7,Republican,141,0.9858156028368794,0.69881048,6.3
115,house,W000810,Woodall,GA,7,R,96,0.9791666666666666,0.80600284,6.3
116,house,W000810,Woodall,GA,7,R,45,1,0.47013345,6.3
0,house,W000812,Wagner,MO,2,Republican,138,0.9637681159420289,0.79129906,10.3
115,house,W000812,Wagner,MO,2,R,95,0.968421052631579,0.85732307,10.3
116,house,W000812,Wagner,MO,2,R,43,0.9534883720930233,0.64543207,10.3
0,house,W000813,Walorski,IN,2,Republican,140,0.95,0.92923067,23.2
115,house,W000813,Walorski,IN,2,R,96,0.9583333333333334,0.93530616,23.2
116,house,W000813,Walorski,IN,2,R,44,0.9318181818181818,0.91597507,23.2
0,house,W000814,Weber,TX,14,Republican,136,0.9411764705882353,0.90941065,19.8
115,house,W000814,Weber,TX,14,R,93,0.9247311827956989,0.92227873,19.8
116,house,W000814,Weber,TX,14,R,43,0.9767441860465116,0.88157968,19.8
0,house,W000815,Wenstrup,OH,2,Republican,139,0.9568345323741008,0.8818663,16.1
115,house,W000815,Wenstrup,OH,2,R,96,0.9583333333333334,0.90615324,16.1
116,house,W000815,Wenstrup,OH,2,R,43,0.9534883720930233,0.82764427,16.1
0,house,W000816,Williams,TX,25,Republican,139,0.935251798561151,0.8649223,14.9
115,house,W000816,Williams,TX,25,R,95,0.9263157894736842,0.89801943,14.9
116,house,W000816,Williams,TX,25,R,44,0.9545454545454546,0.79346257,14.9
0,house,W000819,Walker,NC,6,Republican,127,0.937007874015748,0.86833319,14.7
115,house,W000819,Walker,NC,6,R,91,0.9230769230769231,0.89388693,14.7
116,house,W000819,Walker,NC,6,R,36,0.9722222222222222,0.80373904,14.7
0,house,W000820,Walters,CA,45,Republican,94,0.9893617021276596,0.57844199,-5.4
115,house,W000820,Walters,CA,45,R,94,0.9893617021276596,0.57844199,-5.4
0,house,W000821,Westerman,AR,4,Republican,141,0.9432624113475178,0.95050696,32.9
115,house,W000821,Westerman,AR,4,R,96,0.9375,0.94862569,32.9
116,house,W000821,Westerman,AR,4,R,45,0.9555555555555556,0.95452034,32.9
0,house,W000822,Watson Coleman,NJ,12,Democrat,140,0.06428571428571428,0.166506,-33.2
115,house,W000822,Watson Coleman,NJ,12,D,95,0.08421052631578947,0.228118,-33.2
116,house,W000822,Watson Coleman,NJ,12,D,45,0.022222222222222223,0.03643621,-33.2
0,house,W000823,Waltz,FL,6,Republican,45,0.9111111111111111,0.84203025,17
116,house,W000823,Waltz,FL,6,R,45,0.9111111111111111,0.84203025,17
0,house,W000824,Watkins,KS,2,Republican,45,0.9333333333333333,0.86609935,18.4
116,house,W000824,Watkins,KS,2,R,45,0.9333333333333333,0.86609935,18.4
0,house,W000825,Wexton,VA,10,Democrat,45,0.044444444444444446,0.08343628,-10
116,house,W000825,Wexton,VA,10,D,45,0.044444444444444446,0.08343628,-10
0,house,W000826,Wild,PA,7,Democrat,48,0.08333333333333333,0.24592791,-1.1
115,house,W000826,Wild,PA,15,D,3,0.6666666666666666,0.86920674,7.6
116,house,W000826,Wild,PA,7,D,45,0.044444444444444446,0.20437599,-1.1
0,house,W000827,Wright,TX,6,Republican,42,0.9523809523809523,0.7186963,12.3
116,house,W000827,Wright,TX,6,R,42,0.9523809523809523,0.7186963,12.3
0,house,Y000033,Young,AK,0,Republican,139,0.935251798561151,0.86459448,14.73064079
115,house,Y000033,Young,AK,0,R,96,0.9270833333333334,0.89715152,14.73064079
116,house,Y000033,Young,AK,0,R,43,0.9534883720930233,0.79190901,14.73064079
0,house,Y000062,Yarmuth,KY,3,Democrat,138,0.15217391304347827,0.28451872,-15
115,house,Y000062,Yarmuth,KY,3,D,93,0.20430107526881722,0.39244247,-15
116,house,Y000062,Yarmuth,KY,3,D,45,0.044444444444444446,0.06147629,-15
0,house,Y000063,Yoder,KS,3,Republican,94,0.925531914893617,0.67076822,-1.2
115,house,Y000063,Yoder,KS,3,R,94,0.925531914893617,0.67076822,-1.2
0,house,Y000065,Yoho,FL,3,Republican,137,0.9343065693430657,0.87722005,16
115,house,Y000065,Yoho,FL,3,R,92,0.9130434782608695,0.90448453,16
116,house,Y000065,Yoho,FL,3,R,45,0.9777777777777777,0.82147934,16
0,house,Y000066,Young,IA,3,Republican,96,0.9895833333333334,0.76046635,3.5
115,house,Y000066,Young,IA,3,R,96,0.9895833333333334,0.76046635,3.5
0,house,Z000017,Zeldin,NY,1,Republican,141,0.8865248226950354,0.82646477,12.3
115,house,Z000017,Zeldin,NY,1,R,96,0.8645833333333334,0.87758287,12.3
116,house,Z000017,Zeldin,NY,1,R,45,0.9333333333333333,0.71741282,12.3
0,house,Z000018,Zinke,MT,0,Republican,1,1,0.99438858,20.42273211
115,house,Z000018,Zinke,MT,0,R,1,1,0.99438858,20.42273211
0,senate,A000360,Alexander,TN,,Republican,100,0.92,0.86998878,26.0057009
115,senate,A000360,Alexander,TN,,R,80,0.9375,0.87959201,26.0057009
116,senate,A000360,Alexander,TN,,R,20,0.85,0.83157584,26.0057009
0,senate,B000575,Blunt,MO,,Republican,106,0.9433962264150944,0.80809036,18.637117
115,senate,B000575,Blunt,MO,,R,84,0.9642857142857143,0.8299707,18.637117
116,senate,B000575,Blunt,MO,,R,22,0.8636363636363636,0.72454724,18.637117
0,senate,B000944,Brown,OH,,Democrat,105,0.26666666666666666,0.65739501,8.1295744
115,senate,B000944,Brown,OH,,D,83,0.30120481927710846,0.69004529,8.1295744
116,senate,B000944,Brown,OH,,D,22,0.13636363636363635,0.53421442,8.1295744
0,senate,B001135,Burr,NC,,Republican,100,0.92,0.57146166,3.65522853
115,senate,B001135,Burr,NC,,R,81,0.9259259259259259,0.60337882,3.65522853
116,senate,B001135,Burr,NC,,R,19,0.8947368421052632,0.43539378,3.65522853
0,senate,B001230,Baldwin,WI,,Democrat,105,0.22857142857142856,0.52120937,0.7643432
115,senate,B001230,Baldwin,WI,,D,83,0.25301204819277107,0.55965646,0.7643432
116,senate,B001230,Baldwin,WI,,D,22,0.13636363636363635,0.37615896,0.7643432
0,senate,B001236,Boozman,AR,,Republican,106,0.9433962264150944,0.87270624,26.92097803
115,senate,B001236,Boozman,AR,,R,84,0.9642857142857143,0.88744937,26.92097803
116,senate,B001236,Boozman,AR,,R,22,0.8636363636363636,0.81641426,26.92097803
0,senate,B001243,Blackburn,TN,,Republican,108,0.9166666666666666,0.91853382,26.0057009
116,senate,B001243,Blackburn,TN,,R,21,0.9047619047619048,0.80623891,26.0057009
0,senate,B001261,Barrasso,WY,,Republican,106,0.9150943396226415,0.91741696,46.29527573
115,senate,B001261,Barrasso,WY,,R,84,0.9166666666666666,0.92394906,46.29527573
116,senate,B001261,Barrasso,WY,,R,22,0.9090909090909091,0.89247619,46.29527573
0,senate,B001267,Bennet,CO,,Democrat,101,0.26732673267326734,0.42346014,-4.90558301
115,senate,B001267,Bennet,CO,,D,84,0.30952380952380953,0.45142381,-4.90558301
116,senate,B001267,Bennet,CO,,D,17,0.058823529411764705,0.28528669,-4.90558301
0,senate,B001277,Blumenthal,CT,,Democrat,105,0.2,0.29431038,-13.63938672
115,senate,B001277,Blumenthal,CT,,D,83,0.2289156626506024,0.32799846,-13.63938672
116,senate,B001277,Blumenthal,CT,,D,22,0.09090909090909091,0.16721444,-13.63938672
0,senate,B001288,Booker,NJ,,Democrat,103,0.13592233009708737,0.28832122,-14.1026978
115,senate,B001288,Booker,NJ,,D,84,0.15476190476190477,0.32373327,-14.1026978
116,senate,B001288,Booker,NJ,,D,19,0.05263157894736842,0.13176268,-14.1026978
0,senate,B001310,Braun,IN,,Republican,22,0.9090909090909091,0.73195163,19.16519376
116,senate,B001310,Braun,IN,,R,22,0.9090909090909091,0.73195163,19.16519376
0,senate,C000127,Cantwell,WA,,Democrat,105,0.23809523809523808,0.2752751,-15.4790881
115,senate,C000127,Cantwell,WA,,D,84,0.27380952380952384,0.31016827,-15.4790881
116,senate,C000127,Cantwell,WA,,D,21,0.09523809523809523,0.13570241,-15.4790881
0,senate,C000141,Cardin,MD,,Democrat,106,0.25471698113207547,0.21121447,-26.41643951
115,senate,C000141,Cardin,MD,,D,84,0.2857142857142857,0.23655615,-26.41643951
116,senate,C000141,Cardin,MD,,D,22,0.13636363636363635,0.11445536,-26.41643951
0,senate,C000174,Carper,DE,,Democrat,106,0.3018867924528302,0.31920733,-11.43051247
115,senate,C000174,Carper,DE,,D,84,0.36904761904761907,0.35394828,-11.43051247
116,senate,C000174,Carper,DE,,D,22,0.045454545454545456,0.18656005,-11.43051247
0,senate,C000567,Cochran,MS,,Republican,68,0.9705882352941176,0.82996148,17.82624982
115,senate,C000567,Cochran,MS,,R,68,0.9705882352941176,0.82996148,17.82624982
0,senate,C000880,Crapo,ID,,Republican,102,0.9313725490196079,0.89225793,31.76941855
115,senate,C000880,Crapo,ID,,R,83,0.927710843373494,0.90545073,31.76941855
116,senate,C000880,Crapo,ID,,R,19,0.9473684210526315,0.83462624,31.76941855
0,senate,C001035,Collins,ME,,Republican,106,0.6792452830188679,0.44854745,-2.96044935
115,senate,C001035,Collins,ME,,R,84,0.7738095238095238,0.48641584,-2.96044935
116,senate,C001035,Collins,ME,,R,22,0.3181818181818182,0.30395903,-2.96044935
0,senate,C001047,Capito,WV,,Republican,104,0.9615384615384616,0.91929144,42.15364679
115,senate,C001047,Capito,WV,,R,83,0.963855421686747,0.92154115,42.15364679
116,senate,C001047,Capito,WV,,R,21,0.9523809523809523,0.91039974,42.15364679
0,senate,C001056,Cornyn,TX,,Republican,106,0.9528301886792453,0.67568388,8.9994276
115,senate,C001056,Cornyn,TX,,R,84,0.9642857142857143,0.70793753,8.9994276
116,senate,C001056,Cornyn,TX,,R,22,0.9090909090909091,0.55253359,8.9994276
0,senate,C001070,Casey,PA,,Democrat,106,0.29245283018867924,0.51918983,0.72426964
115,senate,C001070,Casey,PA,,D,84,0.32142857142857145,0.55686645,0.72426964
116,senate,C001070,Casey,PA,,D,22,0.18181818181818182,0.37533364,0.72426964
0,senate,C001071,Corker,TN,,Republican,81,0.8395061728395061,0.87920266,26.0057009
115,senate,C001071,Corker,TN,,R,81,0.8395061728395061,0.87920266,26.0057009
0,senate,C001075,Cassidy,LA,,Republican,105,0.9238095238095239,0.818904,19.63911856
115,senate,C001075,Cassidy,LA,,R,84,0.9404761904761905,0.83900553,19.63911856
116,senate,C001075,Cassidy,LA,,R,21,0.8571428571428571,0.73849786,19.63911856
0,senate,C001088,Coons,DE,,Democrat,105,0.29523809523809524,0.32107914,-11.43051247
115,senate,C001088,Coons,DE,,D,83,0.3493975903614458,0.3567348,-11.43051247
116,senate,C001088,Coons,DE,,D,22,0.09090909090909091,0.18656005,-11.43051247
0,senate,C001095,Cotton,AR,,Republican,106,0.8679245283018868,0.87270624,26.92097803
115,senate,C001095,Cotton,AR,,R,84,0.8928571428571429,0.88744937,26.92097803
116,senate,C001095,Cotton,AR,,R,22,0.7727272727272727,0.81641426,26.92097803
0,senate,C001096,Cramer,ND,,Republican,112,0.9732142857142857,0.93432386,35.72888837
116,senate,C001096,Cramer,ND,,R,21,0.9047619047619048,0.86127995,35.72888837
0,senate,C001098,Cruz,TX,,Republican,104,0.9134615384615384,0.67934012,8.9994276
115,senate,C001098,Cruz,TX,,R,84,0.9166666666666666,0.70793753,8.9994276
116,senate,C001098,Cruz,TX,,R,20,0.9,0.55923101,8.9994276
0,senate,C001113,Cortez Masto,NV,,Democrat,106,0.29245283018867924,0.45862167,-2.41712836
115,senate,C001113,Cortez Masto,NV,,D,84,0.34523809523809523,0.49654138,-2.41712836
116,senate,C001113,Cortez Masto,NV,,D,22,0.09090909090909091,0.31383729,-2.41712836
0,senate,D000563,Durbin,IL,,Democrat,103,0.23300970873786409,0.26221685,-17.06361362
115,senate,D000563,Durbin,IL,,D,82,0.25609756097560976,0.29062649,-17.06361362
116,senate,D000563,Durbin,IL,,D,21,0.14285714285714285,0.15128396,-17.06361362
0,senate,D000607,Donnelly,IN,,Democrat,83,0.54216867469879515,0.83336329,19.16519376
115,senate,D000607,Donnelly,IN,,D,83,0.54216867469879515,0.83336329,19.16519376
0,senate,D000618,Daines,MT,,Republican,105,0.8476190476190476,0.82529723,20.42273211
115,senate,D000618,Daines,MT,,R,83,0.8795180722891566,0.84560128,20.42273211
116,senate,D000618,Daines,MT,,R,22,0.7272727272727273,0.74869556,20.42273211
0,senate,D000622,Duckworth,IL,,Democrat,101,0.24752475247524752,0.26648075,-17.06361362
115,senate,D000622,Duckworth,IL,,D,82,0.2804878048780488,0.2911984,-17.06361362
116,senate,D000622,Duckworth,IL,,D,19,0.10526315789473684,0.15980456,-17.06361362
0,senate,E000285,Enzi,WY,,Republican,105,0.8952380952380953,0.92211695,46.29527573
115,senate,E000285,Enzi,WY,,R,84,0.8928571428571429,0.92394906,46.29527573
116,senate,E000285,Enzi,WY,,R,21,0.9047619047619048,0.9147885,46.29527573
0,senate,E000295,Ernst,IA,,Republican,106,0.9150943396226415,0.68259041,9.40683805
115,senate,E000295,Ernst,IA,,R,84,0.9166666666666666,0.71443383,9.40683805
116,senate,E000295,Ernst,IA,,R,22,0.9090909090909091,0.56100643,9.40683805
0,senate,F000062,Feinstein,CA,,Democrat,105,0.23809523809523808,0.19894901,-30.10929307
115,senate,F000062,Feinstein,CA,,D,83,0.27710843373493976,0.22272426,-30.10929307
116,senate,F000062,Feinstein,CA,,D,22,0.09090909090909091,0.10925147,-30.10929307
0,senate,F000444,Flake,AZ,,Republican,80,0.8125,0.60153693,3.54559463
115,senate,F000444,Flake,AZ,,R,80,0.8125,0.60153693,3.54559463
0,senate,F000457,Franken,MN,,Democrat,55,0.23636363636363636,0.49529896,-1.52013048
115,senate,F000457,Franken,MN,,D,55,0.23636363636363636,0.49529896,-1.52013048
0,senate,F000463,Fischer,NE,,Republican,106,0.9150943396226415,0.8615076,25.04859475
115,senate,F000463,Fischer,NE,,R,84,0.9285714285714286,0.87762998,25.04859475
116,senate,F000463,Fischer,NE,,R,22,0.8636363636363636,0.79994942,25.04859475
0,senate,G000359,Graham,SC,,Republican,101,0.8613861386138614,0.75931642,14.2659129
115,senate,G000359,Graham,SC,,R,82,0.9024390243902439,0.78455638,14.2659129
116,senate,G000359,Graham,SC,,R,19,0.6842105263157895,0.65038606,14.2659129
0,senate,G000386,Grassley,IA,,Republican,106,0.9056603773584906,0.68259041,9.40683805
115,senate,G000386,Grassley,IA,,R,84,0.9047619047619048,0.71443383,9.40683805
116,senate,G000386,Grassley,IA,,R,22,0.9090909090909091,0.56100643,9.40683805
0,senate,G000555,Gillibrand,NY,,Democrat,99,0.12121212121212122,0.24364813,-22.49045614
115,senate,G000555,Gillibrand,NY,,D,84,0.11904761904761904,0.25753921,-22.49045614
116,senate,G000555,Gillibrand,NY,,D,15,0.13333333333333333,0.16585808,-22.49045614
0,senate,G000562,Gardner,CO,,Republican,103,0.8932038834951457,0.41900465,-4.90558301
115,senate,G000562,Gardner,CO,,R,84,0.9166666666666666,0.45142381,-4.90558301
116,senate,G000562,Gardner,CO,,R,19,0.7894736842105263,0.27567782,-4.90558301
0,senate,H000338,Hatch,UT,,Republican,84,0.9642857142857143,0.824664,18.07933323
115,senate,H000338,Hatch,UT,,R,84,0.9642857142857143,0.824664,18.07933323
0,senate,H001041,Heller,NV,,Republican,83,0.9156626506024096,0.4997653,-2.41712836
115,senate,H001041,Heller,NV,,R,83,0.9156626506024096,0.4997653,-2.41712836
0,senate,H001042,Hirono,HI,,Democrat,106,0.22641509433962265,0.19048146,-32.18281473
115,senate,H001042,Hirono,HI,,D,84,0.25,0.21231418,-32.18281473
116,senate,H001042,Hirono,HI,,D,22,0.13636363636363635,0.1071202,-32.18281473
0,senate,H001046,Heinrich,NM,,Democrat,105,0.26666666666666666,0.36136143,-8.2132684
115,senate,H001046,Heinrich,NM,,D,83,0.2891566265060241,0.39809242,-8.2132684
116,senate,H001046,Heinrich,NM,,D,22,0.18181818181818182,0.22278543,-8.2132684
0,senate,H001061,Hoeven,ND,,Republican,106,0.9528301886792453,0.9053091,35.72888837
115,senate,H001061,Hoeven,ND,,R,84,0.9642857142857143,0.91518938,35.72888837
116,senate,H001061,Hoeven,ND,,R,22,0.9090909090909091,0.86758437,35.72888837
0,senate,H001069,Heitkamp,ND,,Democrat,84,0.5476190476190477,0.91518938,35.72888837
115,senate,H001069,Heitkamp,ND,,D,84,0.5476190476190477,0.91518938,35.72888837
0,senate,H001075,Harris,CA,,Democrat,100,0.16,0.19940766,-30.10929307
115,senate,H001075,Harris,CA,,D,84,0.17857142857142858,0.22031274,-30.10929307
116,senate,H001075,Harris,CA,,D,16,0.0625,0.089656,-30.10929307
0,senate,H001076,Hassan,NH,,Democrat,106,0.29245283018867924,0.49780107,-0.36766386
115,senate,H001076,Hassan,NH,,D,84,0.34523809523809523,0.53567328,-0.36766386
116,senate,H001076,Hassan,NH,,D,22,0.09090909090909091,0.35319808,-0.36766386
0,senate,H001079,Hyde-Smith,MS,,Republican,38,0.9473684210526315,0.74491916,17.82624982
115,senate,H001079,Hyde-Smith,MS,,R,16,1,0.7891585,17.82624982
116,senate,H001079,Hyde-Smith,MS,,R,22,0.9090909090909091,0.7127451,17.82624982
0,senate,H001089,Hawley,MO,,Republican,22,0.8181818181818182,0.72454724,18.637117
116,senate,H001089,Hawley,MO,,R,22,0.8181818181818182,0.72454724,18.637117
0,senate,I000024,Inhofe,OK,,Republican,106,0.9339622641509434,0.90671395,36.39118454
115,senate,I000024,Inhofe,OK,,R,84,0.9404761904761905,0.91631997,36.39118454
116,senate,I000024,Inhofe,OK,,R,22,0.9090909090909091,0.87003643,36.39118454
0,senate,I000055,Isakson,GA,,Republican,84,0.9166666666666666,0.59244783,5.15937819
115,senate,I000055,Isakson,GA,,R,67,0.9402985074626866,0.63168434,5.15937819
116,senate,I000055,Isakson,GA,,R,17,0.8235294117647058,0.4378098,5.15937819
0,senate,J000293,Johnson,WI,,Republican,106,0.8867924528301887,0.51997864,0.7643432
115,senate,J000293,Johnson,WI,,R,84,0.8928571428571429,0.55764569,0.7643432
116,senate,J000293,Johnson,WI,,R,22,0.8636363636363636,0.37615896,0.7643432
0,senate,J000300,Jones,AL,,Democrat,49,0.3673469387755102,0.84504534,27.72514661
115,senate,J000300,Jones,AL,,D,27,0.5185185185185185,0.86317279,27.72514661
116,senate,J000300,Jones,AL,,D,22,0.18181818181818182,0.82279802,27.72514661
0,senate,K000352,Kyl,AZ,,Republican,7,0.7142857142857143,0.63824333,3.54559463
115,senate,K000352,Kyl,AZ,,R,7,0.7142857142857143,0.63824333,3.54559463
0,senate,K000367,Klobuchar,MN,,Democrat,102,0.27450980392156865,0.48266043,-1.52013048
115,senate,K000367,Klobuchar,MN,,D,84,0.32142857142857145,0.51351587,-1.52013048
116,senate,K000367,Klobuchar,MN,,D,18,0.05555555555555555,0.3386684,-1.52013048
0,senate,K000383,King,ME,,Independent,106,0.39622641509433965,0.44854745,-2.96044935
115,senate,K000383,King,ME,,I,84,0.4642857142857143,0.48641584,-2.96044935
116,senate,K000383,King,ME,,I,22,0.13636363636363635,0.30395903,-2.96044935
0,senate,K000384,Kaine,VA,,Democrat,106,0.3018867924528302,0.40682287,-5.32370582
115,senate,K000384,Kaine,VA,,D,84,0.35714285714285715,0.44420349,-5.32370582
116,senate,K000384,Kaine,VA,,D,22,0.09090909090909091,0.26409686,-5.32370582
0,senate,K000393,Kennedy,LA,,Republican,105,0.8666666666666667,0.81639665,19.63911856
115,senate,K000393,Kennedy,LA,,R,83,0.8674698795180723,0.83706827,19.63911856
116,senate,K000393,Kennedy,LA,,R,22,0.8636363636363636,0.73840826,19.63911856
